Fwy Name	District	County	City	Abs PM	Length	station_id	Name	Type	Sensor Type	HOV	Road Width	Lane Width	Inner Shoulder Width	Outer Shoulder Width	Design Speed Limit	Inner Median Type	Inner Median Width	Terrain	Population	Barrier	Surface	Roadway Use	Lat	Lng	Direction	Fwy
SR14-S	7	Los Angeles	Los Angeles	4.752	1.3	764295	GOLDEN VALLEY	HOV	loops	24H													34.391522	-118.474877	S	14
SR14-S	7	Los Angeles	Los Angeles	4.752	1.3	764297	GOLDEN VALLEY	Mainline	loops	No													34.391522	-118.474877	S	14
SR14-S	7	Los Angeles	Los Angeles	5.932	0.785	764309	VIA PRINCESSA 1	HOV	loops	24H													34.401271	-118.457631	S	14
SR14-S	7	Los Angeles	Los Angeles	5.932		764413	VIA PRINCESSA 1	On Ramp	loops	No													34.401271	-118.457631	S	14
SR14-S	7	Los Angeles	Los Angeles	5.932	0.785	764311	VIA PRINCESSA 1	Mainline	loops	No													34.401271	-118.457631	S	14
SR14-S	7	Los Angeles	Los Angeles	6.322	1.266	766998	VIA PRINCESSA 2	HOV	loops	24H													34.404382	-118.451878	S	14
SR14-S	7	Los Angeles	Los Angeles	6.322	1.266	764322	VIA PRINCESSA 2	Mainline	loops	No													34.404382	-118.451878	S	14
SR14-S	7	Los Angeles	Los Angeles	8.463	2.17	766992	SAND CANYON	HOV	loops	24H													34.424397	-118.425567	S	14
SR14-S	7	Los Angeles	Los Angeles	8.463	2.17	766703	SAND CANYON	Mainline	loops	No													34.424397	-118.425567	S	14
SR14-S	7	Los Angeles	Los Angeles	8.463		766704	SAND CANYON	On Ramp	loops	No													34.424397	-118.425567	S	14
SR14-S	7	Los Angeles	Los Angeles	8.663		766696	SAND CANYON	Off Ramp	loops	No													34.425778	-118.422478	S	14
SR14-S	7	Los Angeles	Los Angeles	10.663		766713	SOLEDAD CANYON RD	On Ramp	loops	No													34.433995	-118.38947	S	14
SR14-S	7	Los Angeles	Los Angeles	10.663	3.15	766994	SOLEDAD CANYON RD	HOV	loops	24H													34.433995	-118.38947	S	14
SR14-S	7	Los Angeles	Los Angeles	10.663	3.15	766712	SOLEDAD CANYON RD	Mainline	loops	No													34.433995	-118.38947	S	14
SR14-S	7	Los Angeles	Los Angeles	11.163		766723	SOLEDAD CANYON RD	Off Ramp	loops	No													34.434913	-118.381027	S	14
SR14-S	7	Los Angeles	Los Angeles	14.763	3.75	766963	AGUA DULCE CANYON RD	HOV	loops	24H													34.466425	-118.334293	S	14
SR14-S	7	Los Angeles	Los Angeles	14.763		766731	AGUA DULCE CANYON RD	On Ramp	loops	No													34.466425	-118.334293	S	14
SR14-S	7	Los Angeles	Los Angeles	14.763	3.75	766730	AGUA DULCE CANYON RD	Mainline	loops	No													34.466425	-118.334293	S	14
SR14-S	7	Los Angeles	Los Angeles	15.163		766742	AGUA DULCE CANYON RD	Off Ramp	loops	No													34.46681	-118.327298	S	14
SR14-S	7	Los Angeles		18.163	4.2	766749	ESCONDIDO CANYON RD	Mainline	loops	No													34.488826	-118.286572	S	14
SR14-S	7	Los Angeles		18.163		766750	ESCONDIDO CANYON RD	On Ramp	loops	No													34.488826	-118.286572	S	14
SR14-S	7	Los Angeles		18.163	4.2	766996	ESCONDIDO CANYON RD	HOV	loops	24H													34.488826	-118.286572	S	14
SR14-S	7	Los Angeles		18.663		766760	ESCONDIDO CANYON RD	Off Ramp	loops	No													34.493576	-118.280482	S	14
SR14-S	7	Los Angeles		33.163		767792	AVE S	On Ramp	loops	No	40 ft	13.3 ft	17 ft	10 ft	70 mph	Paved - No Roadway Use	22 ft	Mountainous	Urbanized	Concrete Barrier	Concrete	Median Lane is HOV Lane	34.555214	-118.132256	S	14
SR14-S	7	Los Angeles		33.163	5.0	767790	AVE S	Mainline	loops	No	40 ft	13.3 ft	17 ft	10 ft	70 mph	Paved - No Roadway Use	22 ft	Mountainous	Urbanized	Concrete Barrier	Concrete	Median Lane is HOV Lane	34.555214	-118.132256	S	14
I15-N	8	Riverside		55.015	0.965	816994	.5 mi N/O SD CO Line	Mainline	magnetometers	No	48 ft	12.0 ft	8 ft	10 ft	60 mph	Unpaved	90 ft	Mountainous	Rural	No Barriers	Concrete	No Special Features	33.439131	-117.138773	N	15
I15-N	8	Riverside		56.115	0.85	817007	.6 mi N/O Truck Insp	Mainline	magnetometers	No	48 ft	12.0 ft	8 ft	13 ft	70 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	Concrete	No Special Features	33.454672	-117.135378	N	15
I15-N	8	Riverside		56.715	0.8	817019	1.4 mi S/O Rte 79	Mainline	magnetometers	No	48 ft	12.0 ft	8 ft	13 ft	70 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	Concrete	No Special Features	33.463363	-117.136052	N	15
I15-N	8	Riverside	Temecula	57.715	0.65	827807	Temecula Pkway	Mainline		No	48 ft	12.0 ft	8 ft	13 ft	70 mph	Unpaved	70 ft	Rolling	Urban	No Barriers	Concrete	No Special Features	33.477489	-117.139364	N	15
I15-N	8	Riverside	Temecula	58.015	0.205	817029	ROUTE 79 NB ONR	Mainline	magnetometers	No	48 ft	12.0 ft	8 ft	10 ft	70 mph	Separate Structure	70 ft	Rolling	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.481651	-117.140861	N	15
I15-N	8	Riverside	Temecula	58.125		827779	Temecula Pkway	On Ramp		No	48 ft	12.0 ft	8 ft	10 ft	70 mph	Separate Structure	70 ft	Rolling	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.483166	-117.141399	N	15
I15-N	8	Riverside	Temecula	58.125		827781	Temecula Pkway	Off Ramp		No	48 ft	12.0 ft	8 ft	10 ft	70 mph	Separate Structure	70 ft	Rolling	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.483166	-117.141399	N	15
I15-N	8	Riverside	Temecula	58.125	0.6	827780	Temecula Pkway	Mainline		No	48 ft	12.0 ft	8 ft	10 ft	70 mph	Separate Structure	70 ft	Rolling	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.483166	-117.141399	N	15
I15-N	8	Riverside	Temecula	59.215	1.045	817741	RANCHO CALIFORNIA	Mainline	magnetometers	No	48 ft	12.0 ft	8 ft	10 ft	70 mph	Separate Structure	70 ft	Rolling	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.497398	-117.148737	N	15
I15-N	8	Riverside	Temecula	60.215	0.95	817743	RANCHO CALIF. N/O	Mainline	magnetometers	No	48 ft	12.0 ft	8 ft	0 ft	70 mph	Unpaved	70 ft	Rolling	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.51061	-117.155704	N	15
I15-N	8	Riverside	Temecula	61.115	0.55	817745	WINCHESTER ROAD	Mainline	magnetometers	No	48 ft	12.0 ft	8 ft	0 ft	70 mph	Unpaved	70 ft	Flat	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.522306	-117.162615	N	15
I15-N	8	Riverside	Temecula	61.315	0.45	817404	WINCHESTER RD	Mainline	magnetometers	No	48 ft	12.0 ft	8 ft	10 ft	70 mph	Unpaved	70 ft	Flat	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.524833	-117.164331	N	15
I15-N	8	Riverside	Temecula	62.015	1.286	817746	WINCHESTER RD N/O	Mainline	magnetometers	No	48 ft	12.0 ft	8 ft	10 ft	70 mph	Unpaved	70 ft	Flat	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.533748	-117.170282	N	15
I15-N	8	Riverside	Murrieta	64.935		823689	California Oaks Loop	Off Ramp		No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	94 ft	Rolling	Urban	No Barriers	Concrete	No Special Features	33.563792	-117.204474	N	15
I15-N	8	Riverside	Murrieta	64.935	0.604	823649	California Oaks Loop	Mainline		No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	94 ft	Rolling	Urban	No Barriers	Concrete	No Special Features	33.563792	-117.204474	N	15
I15-N	8	Riverside	Murrieta	64.935		823650	California Oaks Loop	On Ramp		No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	94 ft	Rolling	Urban	No Barriers	Concrete	No Special Features	33.563792	-117.204474	N	15
I15-N	8	Riverside	Murrieta	65.295	0.59	823636	California Oaks	Mainline		No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Separate Structure	94 ft	Rolling	Urban	No Barriers	Concrete	No Special Features	33.56728	-117.209105	N	15
I15-N	8	Riverside	Murrieta	65.295		823637	California Oaks	On Ramp		No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Separate Structure	94 ft	Rolling	Urban	No Barriers	Concrete	No Special Features	33.56728	-117.209105	N	15
I15-N	8	Riverside	Murrieta	66.115	0.86	817143	NUTMEG ROAD S/O	Mainline		No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Separate Structure	94 ft	Rolling	Urban	No Barriers	Concrete	No Special Features	33.575299	-117.219606	N	15
I15-N	8	Riverside	Murrieta	67.015	0.936	817152	NUTMEG ROAD N/O	Mainline	magnetometers	No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Separate Structure	94 ft	Rolling	Urban	No Barriers	Concrete	No Special Features	33.584125	-117.231108	N	15
I15-N	8	Riverside	Murrieta	67.988	0.647	823866	Clinton Keith SB	Mainline		No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Separate Structure	94 ft	Rolling	Urban	No Barriers	Concrete	No Special Features	33.594047	-117.243051	N	15
I15-N	8	Riverside		68.31		823848	Clinton Keith Rd	Off Ramp		No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	94 ft	Rolling	Urban	No Barriers	Concrete	No Special Features	33.597751	-117.246451	N	15
I15-N	8	Riverside		68.31		823779	Clinton Keith Rd	On Ramp		No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	94 ft	Rolling	Urban	No Barriers	Concrete	No Special Features	33.597751	-117.246451	N	15
I15-N	8	Riverside		68.31	0.413	823778	Clinton Keith Rd	Mainline		No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	94 ft	Rolling	Urban	No Barriers	Concrete	No Special Features	33.597751	-117.246451	N	15
I15-N	8	Riverside		68.815	0.502	817370	BAXTER ROAD S/O	Mainline	magnetometers	No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	94 ft	Rolling	Urban	No Barriers	Concrete	No Special Features	33.603554	-117.251784	N	15
I15-N	8	Riverside		69.315	0.45	817755	BAXTER ROAD	Mainline	magnetometers	No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	99 ft	Flat	Urban	No Barriers	Concrete	No Special Features	33.609314	-117.25703	N	15
I15-N	8	Riverside		69.715	0.6	817372	BAXTER ROAD N/O	Mainline	magnetometers	No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	99 ft	Flat	Urban	No Barriers	Concrete	No Special Features	33.613942	-117.261198	N	15
I15-N	8	Riverside		70.515	0.6	817757	BUNDY CANYON ROAD	Mainline	magnetometers	No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	99 ft	Flat	Urban	No Barriers	Concrete	No Special Features	33.62315	-117.269575	N	15
I15-N	8	Riverside		70.915	0.75	817374	BUNDY CANYON ROAD	Mainline	magnetometers	No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Separate Structure	99 ft	Flat	Rural	No Barriers	Concrete	No Special Features	33.627956	-117.27345	N	15
I15-N	8	Riverside		72.015	0.9	817376	OLIVE STREET UC S/O	Mainline	magnetometers	No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Separate Structure	99 ft	Flat	Rural	No Barriers	Concrete	No Special Features	33.641724	-117.283119	N	15
I15-N	8	Riverside		72.715	0.738	823588	N/O OLIVE ST UC	Mainline		No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	99 ft	Flat	Rural	No Barriers	Concrete	No Special Features	33.650593	-117.289069	N	15
I15-N	8	Riverside	Lake Elsinore	73.651	0.149	828744	Railroad Cnyn Rd (L)	Mainline		No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	70 ft	Flat	Urban	No Barriers	Concrete	No Special Features	33.661913	-117.298034	N	15
I15-N	8	Riverside	Lake Elsinore	73.651		828748	Railroad Cnyn Rd (L)	Off Ramp		No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	70 ft	Flat	Urban	No Barriers	Concrete	No Special Features	33.661913	-117.298034	N	15
I15-N	8	Riverside	Lake Elsinore	73.651		828745	Railroad Cnyn Rd (L)	On Ramp		No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	70 ft	Flat	Urban	No Barriers	Concrete	No Special Features	33.661913	-117.298034	N	15
I15-N	8	Riverside	Lake Elsinore	73.79	0.531	828728	Railroad Cnyn Rd (T)	Mainline		No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	70 ft	Flat	Urban	No Barriers	Concrete	No Special Features	33.663434	-117.299646	N	15
I15-N	8	Riverside	Lake Elsinore	73.79		828730	Railroad Cnyn Rd (T)	On Ramp		No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	70 ft	Flat	Urban	No Barriers	Concrete	No Special Features	33.663434	-117.299646	N	15
I15-N	8	Riverside	Lake Elsinore	74.715	0.712	817384	FRANKLIN STREET OC	Mainline	magnetometers	No	36 ft	12.0 ft	8 ft	14 ft	70 mph	Separate Structure	70 ft	Flat	Urban	No Barriers	Concrete	No Special Features	33.6718	-117.312214	N	15
I15-N	8	Riverside	Lake Elsinore	75.215	0.45	817761	MAIN STREET	Mainline	magnetometers	No	36 ft	12.0 ft	8 ft	14 ft	70 mph	Separate Structure	70 ft	Flat	Urban	No Barriers	Concrete	No Special Features	33.675169	-117.319849	N	15
I15-N	8	Riverside	Lake Elsinore	75.615	0.689	817386	MAIN STREET	Mainline	magnetometers	No	36 ft	12.0 ft	8 ft	14 ft	70 mph	Separate Structure	70 ft	Flat	Urban	No Barriers	Concrete	No Special Features	33.678857	-117.325141	N	15
I15-N	8	Riverside	Lake Elsinore	76.593	0.639	817763	CENTRAL AVE	Mainline	magnetometers	No	36 ft	12.0 ft	8 ft	14 ft	70 mph	Unpaved	70 ft	Rolling	Urban	No Barriers	Concrete	No Special Features	33.690092	-117.335453	N	15
I15-N	8	Riverside	Lake Elsinore	76.893	0.8	817388	CENTRAL AVE	Mainline	magnetometers	No	36 ft	12.0 ft	8 ft	14 ft	70 mph	Separate Structure	70 ft	Rolling	Urban	No Barriers	Concrete	No Special Features	33.693488	-117.338829	N	15
I15-N	8	Riverside	Lake Elsinore	78.193	0.75	817765	NICHOLS ROAD	Mainline	magnetometers	No	36 ft	12.0 ft	8 ft	14 ft	70 mph	Separate Structure	70 ft	Rolling	Urban	No Barriers	Concrete	No Special Features	33.705512	-117.356109	N	15
I15-N	8	Riverside	Lake Elsinore	78.393	0.5	817390	NICHOLS ROAD	Mainline		No	36 ft	12.0 ft	8 ft	14 ft	70 mph	Separate Structure	70 ft	Rolling	Urban	No Barriers	Concrete	No Special Features	33.70784	-117.35816	N	15
I15-N	8	Riverside		79.193	0.95	817767	GAVILAN WASH S/O	Mainline		No	36 ft	12.0 ft	8 ft	14 ft	70 mph	Unpaved	70 ft	Rolling	Urban	No Barriers	Concrete	No Special Features	33.718682	-117.363035	N	15
I15-N	8	Riverside		80.293	0.95	817769	GAVILAN WASH N/O	Mainline	magnetometers	No	36 ft	12.0 ft	8 ft	14 ft	70 mph	Unpaved	70 ft	Rolling	Urban	No Barriers	Concrete	No Special Features	33.727828	-117.378106	N	15
I15-N	8	Riverside		81.093	0.65	817771	LAKE STREET	Mainline	magnetometers	No	36 ft	12.0 ft	8 ft	14 ft	70 mph	Unpaved	70 ft	Rolling	Urban	No Barriers	Concrete	No Special Features	33.730194	-117.391749	N	15
I15-N	8	Riverside		81.593	0.7	817392	LAKE STREET	Mainline	magnetometers	No	36 ft	12.0 ft	8 ft	14 ft	70 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	Concrete	No Special Features	33.731334	-117.400198	N	15
I15-N	8	Riverside		82.493	1.3	817773	TEMESCAL WASH	Mainline	magnetometers	No	36 ft	12.0 ft	8 ft	14 ft	70 mph	Separate Structure	70 ft	Rolling	Rural	No Barriers	Concrete	No Special Features	33.7335	-117.415214	N	15
I15-N	8	Riverside		84.193	1.136	817394	INDIAN WASH	Mainline		No	36 ft	12.0 ft	8 ft	14 ft	70 mph	Separate Structure	70 ft	Rolling	Rural	No Barriers	Concrete	No Special Features	33.743691	-117.441654	N	15
I15-N	8	Riverside		84.765	0.385	823401	Indian Truck Trail	Mainline		No	36 ft	12.0 ft	8 ft	14 ft	70 mph	Separate Structure	70 ft	Rolling	Rural	No Barriers	Concrete	No Special Features	33.747649	-117.450375	N	15
I15-N	8	Riverside		84.962		823419	Indian Truck Trail	Off Ramp		No	36 ft	12.0 ft	8 ft	14 ft	70 mph	Separate Structure	70 ft	Mountainous	Rural	No Barriers	Concrete	No Special Features	33.749488	-117.452968	N	15
I15-N	8	Riverside		84.962		823420	Indian Truck Trail	On Ramp		No	36 ft	12.0 ft	8 ft	14 ft	70 mph	Separate Structure	70 ft	Mountainous	Rural	No Barriers	Concrete	No Special Features	33.749488	-117.452968	N	15
I15-N	8	Riverside		84.962	0.564	823418	Indian Truck Trail	Mainline		No	36 ft	12.0 ft	8 ft	14 ft	70 mph	Separate Structure	70 ft	Mountainous	Rural	No Barriers	Concrete	No Special Features	33.749488	-117.452968	N	15
I15-N	8	Riverside		85.893	0.915	817779	TEMESCAL CANYON UC	Mainline	magnetometers	No	36 ft	12.0 ft	8 ft	14 ft	70 mph	Separate Structure	70 ft	Mountainous	Rural	No Barriers	Concrete	No Special Features	33.759053	-117.464114	N	15
I15-N	8	Riverside		86.793	0.843	817781	MAYHEW WASH	Mainline	magnetometers	No	36 ft	12.0 ft	8 ft	14 ft	70 mph	Separate Structure	70 ft	Mountainous	Rural	No Barriers	Concrete	No Special Features	33.766306	-117.476727	N	15
I15-N	8	Riverside		87.579	0.622	826613	Temescal Canyon	Mainline		No	36 ft	12.0 ft	8 ft	14 ft	70 mph	Separate Structure	70 ft	Mountainous	Rural	No Barriers	Concrete	No Special Features	33.774705	-117.485844	N	15
I15-N	8	Riverside		88.036		826597	Temescal Canyon	On Ramp		No	48 ft	12.0 ft	8 ft	10 ft	65 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.780628	-117.489416	N	15
I15-N	8	Riverside		88.036	0.706	826595	Temescal Canyon	Mainline		No	48 ft	12.0 ft	8 ft	10 ft	65 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.780628	-117.489416	N	15
I15-N	8	Riverside		88.036		826596	Temescal Canyon	Off Ramp		No	48 ft	12.0 ft	8 ft	10 ft	65 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.780628	-117.489416	N	15
I15-N	8	Riverside		88.993	0.977	817785	BROWN CANYON WASH	Mainline	magnetometers	No	36 ft	12.0 ft	5 ft	10 ft	65 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.79244	-117.498019	N	15
I15-N	8	Riverside		89.991	0.689	826651	Weirick Rd	Mainline		No	36 ft	12.0 ft	5 ft	9 ft	65 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.805121	-117.506219	N	15
I15-N	8	Riverside		90.371	0.401	826629	Weirick Rd	Mainline		No	36 ft	12.0 ft	5 ft	9 ft	65 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.810166	-117.508817	N	15
I15-N	8	Riverside		90.371		826630	Weirick Rd	On Ramp		No	36 ft	12.0 ft	5 ft	9 ft	65 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.810166	-117.508817	N	15
I15-N	8	Riverside		90.371		826632	Weirick Rd	Off Ramp		No	36 ft	12.0 ft	5 ft	9 ft	65 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.810166	-117.508817	N	15
I15-N	8	Riverside		90.793	0.417	817789	BEDFORD WASH	Mainline	magnetometers	No	36 ft	12.0 ft	5 ft	9 ft	65 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.815628	-117.512036	N	15
I15-N	8	Riverside		91.205		828252	Cajalco Road	Off Ramp		No	36 ft	12.0 ft	5 ft	9 ft	65 mph	Separate Structure	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.820042	-117.51679	N	15
I15-N	8	Riverside		91.205		828251	Cajalco Road	On Ramp		No	36 ft	12.0 ft	5 ft	9 ft	65 mph	Separate Structure	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.820042	-117.51679	N	15
I15-N	8	Riverside		91.205	2.624	828253	Cajalco Road	HOV		24H	36 ft	12.0 ft	5 ft	9 ft	65 mph	Separate Structure	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.820042	-117.51679	N	15
I15-N	8	Riverside		91.205	0.33	828254	Cajalco Road	Mainline		No	36 ft	12.0 ft	5 ft	9 ft	65 mph	Separate Structure	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.820042	-117.51679	N	15
I15-N	8	Riverside		91.454		828266	Cajalco Road(T)	On Ramp		No	36 ft	12.0 ft	5 ft	10 ft	65 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.822556	-117.519865	N	15
I15-N	8	Riverside		91.454	0.341	828268	Cajalco Road(T)	Mainline		No	36 ft	12.0 ft	5 ft	10 ft	65 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.822556	-117.519865	N	15
I15-N	8	Riverside		91.454	0.341	828267	Cajalco Road(T)	HOV		24H	36 ft	12.0 ft	5 ft	10 ft	65 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.822556	-117.519865	N	15
I15-N	8	Riverside		91.887	0.37	819634	EL CERRITO RD	Mainline	loops	No	36 ft	12.0 ft	5 ft	10 ft	65 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.826912	-117.525218	N	15
I15-N	8	Riverside		91.887		819635	EL CERRITO RD	On Ramp	loops	No	36 ft	12.0 ft	5 ft	10 ft	65 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.826912	-117.525218	N	15
I15-N	8	Riverside		91.887	0.37	828283	EL CERRITO RD	HOV		24H	36 ft	12.0 ft	5 ft	10 ft	65 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.826912	-117.525218	N	15
I15-N	8	Riverside		91.887		819834	EL CERRITO RD	Off Ramp	loops	No	36 ft	12.0 ft	5 ft	10 ft	65 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.826912	-117.525218	N	15
I15-N	8	Riverside		92.195	0.583	827314	El Cerito Rd(T)	Mainline		No	36 ft	12.0 ft	5 ft	10 ft	65 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.830361	-117.528523	N	15
I15-N	8	Riverside		92.195	0.583	828280	El Cerito Rd(T)	HOV		24H	36 ft	12.0 ft	5 ft	10 ft	65 mph	Unpaved	70 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.830361	-117.528523	N	15
I15-N	8	Riverside		93.052	0.604	827299	Ontario Ave(T)	Mainline		No	24 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	70 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.841805	-117.534443	N	15
I15-N	8	Riverside	Corona	93.403		801292	ONTARIO	On Ramp	loops	No	48 ft	12.0 ft	8 ft	13 ft	70 mph	Unpaved	70 ft	Rolling	Urbanized	Three Beam Barrier	Concrete	No Special Features	33.84685	-117.534378	N	15
I15-N	8	Riverside	Corona	93.403	0.339	801290	ONTARIO	Mainline	loops	No	48 ft	12.0 ft	8 ft	13 ft	70 mph	Unpaved	70 ft	Rolling	Urbanized	Three Beam Barrier	Concrete	No Special Features	33.84685	-117.534378	N	15
I15-N	8	Riverside	Corona	93.403	0.339	828291	ONTARIO N/B ON	HOV		24H	48 ft	12.0 ft	8 ft	13 ft	70 mph	Unpaved	70 ft	Rolling	Urbanized	Three Beam Barrier	Concrete	No Special Features	33.84685	-117.534378	N	15
I15-N	8	Riverside	Corona	93.732	0.26	806151	0.4 N/O ONTARIO AVE	Mainline	loops	No	48 ft	12.0 ft	8 ft	13 ft	70 mph	Unpaved	70 ft	Rolling	Urbanized	Three Beam Barrier	Concrete	No Special Features	33.851534	-117.534464	N	15
I15-N	8	Riverside	Corona	93.732	0.26	828304	ONTARIO AVE. 0.4 N/O	HOV		24H	48 ft	12.0 ft	8 ft	13 ft	70 mph	Unpaved	70 ft	Rolling	Urbanized	Three Beam Barrier	Concrete	No Special Features	33.851534	-117.534464	N	15
I15-N	8	Riverside		93.924	0.501	806176	.01 N/O Temescal OC	Mainline	loops	No	48 ft	12.0 ft	8 ft	13 ft	70 mph	Unpaved	70 ft	Rolling	Urbanized	Three Beam Barrier	Concrete	No Special Features	33.854227	-117.535177	N	15
I15-N	8	Riverside		93.924	0.501	828310	TEMESCAL OC 50 FT N/O	HOV		24H	48 ft	12.0 ft	8 ft	13 ft	70 mph	Unpaved	70 ft	Rolling	Urbanized	Three Beam Barrier	Concrete	No Special Features	33.854227	-117.535177	N	15
I15-N	8	Riverside		94.733		820857	MAGNOLIA NB ON	Off Ramp		No	36 ft	12.0 ft	8 ft	10 ft	70 mph	Unpaved	70 ft	Rolling	Urbanized	Three Beam Barrier	Concrete	Passing or Truck Climbing Lane	33.864636	-117.540828	N	15
I15-N	8	Riverside		94.733		819154	MAGNOLIA NB ON	On Ramp	loops	No	36 ft	12.0 ft	8 ft	10 ft	70 mph	Unpaved	70 ft	Rolling	Urbanized	Three Beam Barrier	Concrete	Passing or Truck Climbing Lane	33.864636	-117.540828	N	15
I15-N	8	Riverside		94.733	0.474	827474	MAGNOLIA NB ON	HOV		24H	36 ft	12.0 ft	8 ft	10 ft	70 mph	Unpaved	70 ft	Rolling	Urbanized	Three Beam Barrier	Concrete	Passing or Truck Climbing Lane	33.864636	-117.540828	N	15
